"V1"	"V2"
"781"	-0.208704	-0.633903
"782"	-0.242306	-0.515442
"783"	-0.50194	-0.0353358
"784"	0.791804	-1.00654
"785"	-0.132279	-0.380295
"786"	-0.573797	-0.607389
"787"	-0.451425	-0.401736
"788"	-0.143511	0.299509
"789"	-1.18351	-0.610188
"790"	-0.368263	-0.596695
"791"	-0.630914	-0.808282
"792"	0.204663	-0.161044
"793"	-0.661695	-0.0112714
"794"	-0.710806	-0.0043755
"795"	-0.420998	-0.365868
"796"	-0.389724	-0.24849
"797"	-0.685771	-0.284975
"798"	0.243105	-0.149693
"799"	-0.697132	-0.69738
"800"	-0.55632	0.187174
"801"	0.473509	0.403419
"802"	-0.17488	-0.726273
"803"	-0.0355916	-0.457446
"804"	-0.00868346	-0.0860067
"805"	-0.418218	-1.4372
"806"	0.00572273	0.216455
"807"	-0.483232	-0.448753
"808"	-0.108473	-0.377727
"809"	0.099097	-0.539012
"810"	-0.383958	0.0138997
"811"	0.168857	-0.381689
"812"	-0.363754	-0.77187
"813"	-0.502791	-1.32875
"814"	-1.06007	-0.0175386
"815"	-0.686317	-0.345607
"816"	-0.301664	-0.0396407
"817"	0.410212	-0.729819
"818"	-0.103655	-0.294514
"819"	0.200799	-0.408686
"820"	-0.218858	0.123821
"821"	-0.336483	-0.262925
"822"	-0.00671506	-0.430619
"823"	0.0751723	-0.105715
"824"	-0.101084	-0.105531
"825"	-0.77078	-1.36625
"826"	-0.712482	-0.378083
"827"	-0.605734	-0.492449
"828"	-0.574916	-0.00460387
"829"	-1.11026	-0.371415
"830"	-0.580696	-0.418307
"831"	-0.173369	-0.877967
"832"	-0.296708	0.452305
"833"	-0.636908	-0.49562
"834"	-0.828472	-0.287007
"835"	-0.321764	0.0059307
"836"	0.311937	-0.285431
"837"	-0.326947	-0.322083
"838"	-0.48751	-0.530958
"839"	-1.11808	0.293525
"840"	-0.124946	-0.316746
"841"	-0.0956791	-0.612204
"842"	-0.694925	0.541722
"843"	-0.466461	-0.156571
"844"	-0.473442	-0.282983
"845"	-0.412619	-1.03782
"846"	0.0846751	-0.348988
"847"	-0.0956019	0.233129
"848"	-0.818224	0.0433079
"849"	-0.322289	-0.601663
"850"	-0.29637	-0.584136
"851"	-1.04759	-0.240542
"852"	-0.520533	-0.801513
"853"	-0.611162	-0.391887
"854"	-0.229015	-0.127243
"855"	-1.24077	-0.579175
"856"	-0.403132	-0.700893
"857"	-0.182572	-0.269032
"858"	0.0170121	-0.486243
"859"	-0.352823	-0.489619
"860"	-0.689506	-1.253
"861"	-0.317874	-0.609553
"862"	-0.177625	-0.222795
"863"	-0.693777	-0.509513
"864"	-0.128086	-0.441056
"865"	-0.657536	-0.99062
"866"	-0.216336	0.148222
"867"	0.227791	-0.0501471
"868"	0.171673	-0.786084
"869"	-0.556886	-0.497479
"870"	-0.563801	-1.63137
"871"	-1.08501	-0.299187
"872"	-0.175599	-0.363355
"873"	-0.570026	-0.507217
"874"	-0.43207	-0.520447
"875"	0.045266	-0.00858261
"876"	0.803946	-1.43443
"877"	0.581988	-0.154964
"878"	0.32944	-0.240082
